servicio,reserva
81628,357333
56412,354658
131033,286073
59271,151159
36451,190938
107126,11436
136766,319838
186894,281422
90382,352970
189909,185645
108570,282416
139271,99211
193703,224729
108094,397032
92971,274564
174668,124834
170802,314310
41257,76702
132375,279079
21113,288557
60262,157050
34641,298138
88429,202973
171085,87881
133729,201737
67118,179115
196814,226381
88055,346470
17195,131807
122393,303215
153849,204894
98497,18258
120784,116847
107560,272674
138659,334110
139372,279288
93321,219710
102737,33139
180343,239204
91273,1013
38342,277154
40714,338898
178860,148675
155040,45400
145361,1296
50092,183267
118029,310102
92117,132993
114258,17749
10089,218307
11667,355185
66296,68782
29516,380804
127567,309184
121343,204906
164555,75923
83976,92501
40358,63317
123734,142760
158280,246325
32701,183029
154103,199413
139682,316540
8796,326890
103674,269218
70680,276620
27429,250173
25944,216916
118207,153350
138589,30345
128114,185242
77634,34088
199293,321550
85750,309766
67258,73985
183135,162792
88053,41947
10538,16311
144718,372149
97520,165690
162108,382154
95433,332213
34909,297286
128337,187719
53517,286795
46829,116108
85957,296703
151386,218187
178127,81397
121675,35580
81547,19701
152630,50292
68385,278757
192523,108064
117300,219263
4101,46626
176288,121925
126187,363703
54171,150431
68675,115112
32086,246752
70298,124939
88432,266090
84988,51016
32881,110363
169421,298728
89439,86698
36794,398348
166473,68412
145107,166230
59,256431
104226,360209
54700,95045
54018,243093
126462,259087
112162,284792
117610,141804
19701,34994
154688,100764
50676,367030
75988,209449
159167,281803
9929,157899
20340,339506
61617,229414
97926,398814
77832,392857
115707,91270
193618,208140
176775,124733
85466,10172
114629,298979
118668,361141
88154,19098
135667,233810
172428,243505
188084,25992
165452,294134
63873,262532
89973,137059
83358,59995
27394,253793
175230,228653
19020,9667
133206,278639
112677,143703
141741,226580
67729,104146
191032,386314
44684,316607
56410,262392
121260,156809
79219,128032
93077,296427
143817,90639
146842,387868
86664,343343
133729,233334
111621,364267
84449,246187
27744,105937
21720,121743
39589,54176
21688,256868
99365,368571
123498,89720
54090,181784
62927,224281
136896,268549
134248,255750
116662,34152
133054,106710
102871,344063
3803,173300
2946,332110
132467,316559
176590,15447
56547,55135
17609,46885
164529,397625
110522,157405
114394,343745
129254,80405
166236,117145
118137,382626
180999,239086
87210,198703
114573,340475
58815,238764
62656,345939
87907,379128
116204,207832
26410,253480
160252,310281
30669,250906
128941,15448
146205,320614
61055,105392
119707,99648
18354,271274
171201,232710
46615,125884
145107,249010
95704,336931
127058,80472
168143,82138
145426,193121
142498,5742
18867,89184
187708,359879
37047,2183
45729,239861
106177,174065
32781,315174
123517,8939
155044,95129
75410,317694
26907,286060
9947,295337
97376,204780
43654,261662
36451,119241
2414,9206
70349,124259
154311,100817
59375,185163
131838,237567
40582,229720
84817,213865
168911,227936
98359,267648
52333,13799
20554,80138
33538,211487
76922,220024
122795,262284
37098,266539
5338,236949
170092,73600
163474,105982
109859,236230
88713,151852
151340,283040
58673,365198
199153,245134
80578,133979
110192,51279
36223,259583
21505,65940
41219,88241
72585,4031
193414,350980
140787,33555
7480,315689
116279,278400
52137,358988
61917,131141
125818,377919
17470,9711
46504,105426
151114,32950
68193,293158
14511,337740
18760,9585
154542,102511
109318,209351
64985,108030
19714,232649
159329,173922
88973,142432
176224,20359
175946,33754
9544,156918
59375,168411
164683,20239
168000,257861
5964,17551
177902,59042
86409,190218
50805,326246
43580,129074
1436,162796
19330,375607
59031,262889
171332,30628
192382,29918
17708,232723
62171,83950
97419,51388
192480,391897
35912,143918
146892,248626
118878,228269
127897,33610
42037,220062
164586,114623
194012,205171
10577,372983
190955,373277
186737,214895
37772,107217
132634,34925
91792,51033
96094,220290
165506,26516
147111,225859
57158,339006
7895,279292
68969,196297
98567,218149
150687,139946
50718,224262
73481,256766
188444,63074
144343,124519
56673,161692
169618,269816
73201,183137
103018,77858
121234,265735
56253,370649
45471,389028
164380,371597
68586,121450
7560,9517
117429,313009
111378,390176
164869,285469
184310,101234
72721,398347
12283,53645
56779,100454
56641,223776
164605,93241
86427,2525
115478,178033
85548,190609
30023,146844
48014,314152
89632,117646
6280,257461
162757,263077
46563,239706
165263,346742
29212,44938
183238,99121
13335,57356
19608,159501
105155,392242
164482,170501
139467,53876
77971,149760
85767,223983
168163,383005
57680,260126
30676,324063
76096,14877
51596,306521
19320,390351
36242,94427
97455,371889
165635,145197
152819,78025
122949,285058
17085,393668
163024,21968
10962,130047
35185,15613
122777,16446
5556,171136
59775,278120
152246,35512
69289,127899
159695,301887
111616,166157
74978,172491
78745,161056
124018,200983
11014,275689
47993,136753
196016,373084
98815,96504
39053,190514
74187,322508
119286,97311
28054,223653
69739,48618
33166,119280
74826,266804
5575,71147
154010,118995
169451,183798
83229,42701
49208,5484
135107,271591
122538,155213
25325,102938
126977,239975
144659,202734
138522,169561
123293,32856
31540,326148
34586,15802
197081,84205
76116,167967
124054,390342
159538,264364
91974,127609
112702,230123
68648,195384
65073,71621
71745,307250
131479,29479
50240,115310
10146,39984
111866,360733
34797,219134
127891,219750
114983,154581
126569,53788
162037,207762
117221,246294
168121,659
34039,101810
170096,17175
32834,204706
5974,81100
32659,8639
75639,98271
25910,95752
88729,334357
166114,277737
124144,202508
151613,21035
147670,366010
39021,279634
158253,163529
140513,74863
71963,322696
89054,190200
121533,162702
198672,384470
101249,213522
118346,91461
62750,45572
33372,77410
124733,104417
152170,55357
59214,88366
37901,309752
88471,95536
173928,353496
75756,345467
93591,251368
58618,38357
50677,8898
25881,342600
140829,10990
37608,383996
15035,154026
15641,101901
47824,1847
151108,83881
71169,289528
104235,219680
86489,378268
178378,329288
169454,200358
71469,295036
168011,115193
85343,205074
4462,92591
93810,293767
140796,169061
81854,247929
36539,10589
177165,339908
113923,361672
114154,346071
148628,172383
82562,50501
8356,149674
26945,233054
171731,307254
91177,244701
43733,46682
84681,389221
70186,3897
121530,48375
172596,285655
104288,1376
152571,317238
28636,89848
12590,183698
71150,174925
71913,280710
157259,22475
13381,365244
148167,11413
35817,44054
135182,300246
19794,242831
179475,351529
2756,58737
71834,157639
28146,223704
124100,309232
97034,135457
8862,170754
91005,348126
83769,290875
57748,299353
82592,70103
150763,250686
85690,29163
143488,240447
107340,342280
11438,149538
72510,117279
60676,238578
10276,75909
157661,155115
48337,398435
31109,21535
132601,378204
140939,256954
130796,240619
47259,221088
160374,74890
84438,144291
41170,220646
86659,387922
140941,124439
116472,130896
107024,69134
55990,218652
138709,106445
170871,130287
53707,21434
20133,352479
97339,371070
53334,371896
25664,145096
169814,110405
107969,57224
87082,264587
121335,144076
75378,248429
6142,59454
190368,347992
87740,158994
38381,73298
34157,127024
100053,146436
178792,366460
65947,235995
182783,109277
197054,263841
155857,164832
197885,109862
79131,67110
91908,112296
49251,68610
6308,342240
88389,324847
114338,190276
161448,182066
40810,352771
168631,300786
199400,274620
100221,21720
43241,310958
62803,233066
144482,263786
64428,220603
40746,42825
172601,111588
51049,87767
120959,73681
61410,359849
26619,219009
185422,45772
86749,51975
145793,194438
137594,210549
82659,145831
141733,153007
169179,160495
59313,376889
84921,312148
6326,216431
76321,353717
43763,102871
176746,268358
74256,58655
163030,357084
70174,94756
176534,293908
20695,16064
37536,84194
82138,264678
124305,307566
153675,201362
46191,12237
18103,43764
66729,306207
5310,56902
196378,83718
31465,270343
136441,226491
18394,162910
77203,192251
189760,175190
168201,114532
71722,181440
152657,237444
115561,363075
181845,307670
53738,120757
83219,312019
102176,293804
180585,60296
137413,277259
83439,209483
59788,37730
128729,360803
36698,301114
972,164604
58288,165715
143209,121923
184681,163678
127112,107337
6117,66749
198752,61470
103264,145684
136682,76413
27956,330284
157327,95313
90427,146346
17563,222981
53616,130567
57849,83220
64975,181247
74265,104691
31058,66220
116625,145489
74582,82555
75448,135437
125691,166547
64349,244844
118114,96172
189150,103666
24579,166169
182453,330208
199009,99517
124770,228919
82534,57496
30223,49791
58474,201121
158906,356792
32567,43272
785,380155
7730,394178
35315,302971
198264,53305
91947,115549
93608,27750
71245,158571
166594,41390
98876,215495
59642,66652
84380,168882
105121,73065
137512,101130
146126,185714
48943,84907
38331,72750
51440,7587
117098,345958
82091,29023
144370,66259
81498,209472
87631,339431
152354,383164
188477,82004
134487,258505
93067,51968
184633,155898
105671,87461
188749,311978
135857,337502
181939,179914
160053,104839
34814,348296
139669,98118
86970,358323
139769,48786
160442,47560
68987,215507
57172,197902
84638,284412
61165,292411
178704,90364
192288,52763
36450,185575
160727,49834
9901,188751
49002,93619
122520,375053
30134,323437
24970,327279
18434,51408
56731,148670
100715,116191
194949,153902
164886,113081
191191,337396
112399,75802
16719,391596
151311,223366
129984,247046
23882,43418
66063,182167
45982,384040
168838,302768
167182,306919
79600,375214
191464,103457
107522,197279
134748,32865
173853,221290
34447,130675
168800,340289
190548,392942
144653,168174
26354,182921
30199,162133
3013,195700
52150,122680
70715,85754
72392,97458
65497,334434
26554,188072
17452,134001
159551,238136
116368,297242
121778,108945
78799,351394
165316,38199
17361,336333
143301,220860
81540,139818
8454,171387
143606,314842
187939,382148
31944,389267
87994,246292
38,276092
173008,137048
37927,314432
54958,339717
87384,66077
184994,6933
36610,299012
116034,154783
8416,50976
164364,345212
144513,343768
164253,269768
96643,330568
150038,350558
139449,399071
35438,43254
75419,154303
193382,394317
44150,11850
6701,17514
151430,344218
138526,273911
16176,202870
94227,314388
184528,219301
114475,119396
161419,34136
131487,143056
140162,71943
130242,292111
140682,39816
188002,39170
163225,323867
13770,398543
139581,397789
122068,23856
155742,291998
195025,82401
24909,85148
188024,387439
89239,118660
25623,218767
115080,55625
1925,48790
133741,230491
63111,179123
153932,189461
53423,243179
25960,16548
79912,189728
123092,319333
92474,89964
13409,97745
10960,282043
109849,31445
25053,156783
61715,53947
86797,107577
163911,174945
102362,17373
101426,90073
58591,48531
66587,337428
169859,341559
63251,205601
115811,223121
120971,362761
13439,115800
115610,304490
67597,222465
62532,356108
115992,287513
91834,23765
179837,325686
189189,217294
73411,387900
176278,199309
181413,142684
157597,371586
156326,316581
61267,191800
83299,46048
99168,294024
30387,229753
52818,349903
59011,298611
47733,13938
22621,132960
159334,44877
2448,79216
169634,65965
37045,383418
157047,262940
131955,52125
22511,90999
31050,82679
117603,283205
99675,28486
154419,379252
22718,178610
162022,100842
58774,22191
130500,48272
105915,142696
172936,68432
66185,1602
102171,57782
111635,221742
176158,261892
136932,170817
16088,161041
65201,191732
54755,64281
180705,242275
125344,103042
127663,96178
184658,296367
130900,131178
184438,120932
38544,339327
96918,142859
176547,20055
4193,276028
81280,225265
14307,327479
159494,181432
83133,226726
198947,156799
102259,366636
152640,69658
128434,264879
40679,293628
43690,329380
92938,141753
9148,270842
136674,302871
101777,184849
124794,296955
98901,372525
80619,362777
32472,306623
57315,235120
8662,148584
69557,248239
156893,257612
806,47404
72874,376182
144742,81153
114830,229357
1893,368906
153709,28268
195073,149481
182564,362111
134601,84545
129653,327025
113024,24653
92645,179731
57647,86485
34777,27322
118300,298684
122027,29621
49548,35244
64910,232283
44809,269634
149066,76804
7137,360546
115731,187407
75536,116691
66748,92521
122940,87674
104243,214063
172076,210095
81442,320413
21696,229390
71366,308237
115992,197568
539,316429
180009,372313
24457,324167
151905,167648
160695,100680
181540,361751
132296,42468
191,200919
6523,269775
122580,208259
167078,94308
54474,128567
88004,291046
28565,306107
132037,168796
50369,252247
56101,88634
4586,72174
96001,306959
114609,12713
159932,294771
176768,340713
29483,398974
144512,385516
37021,123093
10838,47744
75806,398010
159052,79759
142420,327774
31970,161741
82843,383585
32461,34456
114420,151945
173715,139164
139021,379335
108698,186181
152365,251443
176698,125290
138329,11331
129544,61978
187000,101249
174912,166969
124476,21579
138587,14742
101753,316869
33913,183073
128288,17544
164557,53177
8822,130019
156809,397896
101954,32984
42375,146218
172387,192241
101553,156405
57355,367174
51329,235076
178274,348238
88877,297469
185235,63261
106326,351601
168797,130336
154055,32514
48798,279883
8008,157961
51696,153318
14860,247825
15892,71327
42977,159337
107266,91775
182611,344090
146402,200353
100331,227372
135075,185745
93342,391411
144738,73624
109862,36058
70628,209512
173919,128445
110086,383862
109572,106661
143311,266692
103411,385357
8063,78480
189675,96873
13088,385597
114733,236842
168561,107884
28557,53207
103065,256568
18006,289957
190486,261973
12157,291425
115710,299193
10268,199180
40451,324468
151853,85307
191646,207985
140105,253323
142959,184748
49915,288145
104680,288276
126577,327472
65430,31134
175309,378290
80387,366054
112985,174348
78731,76875
174897,274803
177685,212444
44117,131488
186184,45957
12654,47483
86381,119143
107778,237112
125346,128312
177079,251819
95730,165275
184973,156747
132507,217758
89879,150751
159892,47919
59350,301983
25293,232661
193744,174867
24393,55781
102710,286025
57460,164492
176154,34767
25484,128041
198616,252866
75160,375594
24263,256743
95542,238917
88473,147453
121406,164241
99064,106890
47697,343707
141550,39554
85088,348301
77686,136525
79297,322544
139693,299554
36963,46208
188918,89868
199994,367526
45103,97874
191477,50444
3487,253236
169491,278530
170175,349783
8922,313643
13404,353911
92625,110457
176339,134847
87197,303179
24431,244041
76700,217152
66775,318177
54962,328789
62850,45580
127388,241781
107187,333953
105874,136971
105533,104948
165300,59207
46566,261450
180172,329775
164751,256969
135045,140136
122222,64826
22628,48205
105881,392856
119719,331955
1399,99144
175334,177934
196207,267240
52845,251499
71366,133562
178249,246414
24653,235196
69946,242982
12954,149103
38653,198226
128867,213050
65725,14867
155,388621
47137,194302
182107,34335
161853,308648
191919,74617
88022,260786
7640,124151
195681,174564
142642,385060
60620,308748
90078,102459
136851,126442
197714,29363
91763,4439
131449,28160
77537,193687
138034,13768
137737,273725
192396,171387
186218,37980
18598,147717
155171,128369
150912,86245
107538,237138
123328,89155
165758,130069
187871,336141
27055,105288
153130,340855
10930,308309
27189,94230
91029,153611
52051,170022
83374,234038
19207,103586
167678,276154
58033,63981
153636,73945
94070,120191
35210,24617
183080,19183
123161,381966
64298,142756
199347,34890
12649,113235
164993,214658
51524,117096
18674,208203
106248,46191
193662,370444
153831,235167
167643,184243
154694,192091
103962,196895
93739,66313
118665,139205
69115,347504
3290,275018
135056,157155
199371,170426
5027,352849
181309,300055
132028,56734
75046,6567
58093,256133
188071,102010
125957,63007
153570,53517
161605,39619
194621,118755
36813,89440
118232,345359
104506,71941
137021,115192
199064,23566
35765,307769
61584,67817
75851,264660
35764,365631
65138,312280
138303,388894
112153,384801
97963,284166
67868,60213
96733,125983
180667,257415
8028,290782
6400,145603
126564,125494
18118,393303
85612,20782
30191,27771
11494,295397
67564,89299
31432,303219
44593,138165
58700,337476
136356,196454
179988,2264
147511,41943
82731,116791
167375,7536
197542,337712
166172,294445
25506,56563
104169,261892
119209,69149
14752,104889
153026,390878
109154,211326
103936,134124
84691,231915
44625,284742
90074,33087
114467,291103
56031,386334
6679,180157
157201,66605
184361,100652
129332,73370
15894,69622
191858,245515
117593,353255
142025,286258
143613,207831
88854,93941
28239,10289
94720,298094
30990,317472
43954,376272
19563,20207
43384,45136
27053,151957
30608,135959
46732,43261
132112,325079
69144,275024
183557,22188
111874,185104
74451,1580
142028,122893
175409,205070
20875,172771
52775,61395
56801,96231
141369,396942
8715,71799
90817,159348
95315,182456
58730,304370
176938,376942
180344,238951
49388,334111
9839,392488
152194,323279
25790,28315
2992,64044
49013,354688
157628,91256
168186,352212
25417,219618
150295,286208
186377,218776
80293,43640
163986,16673
50389,188716
59748,92467
80167,185426
105012,39017
127558,68563
27769,48781
86665,175707
40511,325106
108114,190682
155178,293967
155671,223529
60602,318881
18552,125932
103118,372933
122676,167817
101956,308614
135751,312792
36597,173835
139433,223551
173054,399313
68035,327085
12101,33289
121155,291529
133511,241227
124131,391733
95873,353849
187487,208582
146084,180092
90361,280164
33898,46857
42417,393439
91689,9950
75112,154012
160515,65215
185199,87125
194401,210840
174612,112516
122068,120312
37804,38753
117899,381848
34737,119878
160862,364414
143406,126418
141406,58312
153811,237123
167595,7474
136577,378390
43538,21664
129329,342039
118670,154952
31477,261448
16323,242816
182324,222444
99744,307802
151822,282979
79691,115039
76990,137243
113296,73331
109072,167392
158937,66120
187317,216648
134098,361199
121722,34222
161515,274627
64147,25783
193534,279041
114652,65062
38511,30584
26651,380175
81022,240951
42177,11516
175244,294524
169592,312575
140887,222144
30760,197062
25009,70955
45420,175615
11109,16108
121532,295836
196639,78368
199531,353902
132339,312102
91741,299975
81684,226097
89960,164365
162820,213179
110965,390485
51921,2556
199652,396367
147042,89996
51837,296865
72431,343086
99589,203143
24434,219297
38058,18952
139517,161941
84333,81239
59791,81875
169292,196901
29159,366727
177844,213460
191629,143584
22863,110307
93978,50088
180575,56623
50721,377850
6035,228121
15862,201399
36679,2174
97190,397802
142731,50864
144590,239327
196585,81596
41295,349544
173187,283685
193596,337137
118477,212398
114284,99324
170383,179578
19955,37798
96992,108657
60799,37335
164702,112418
30698,329600
11018,311497
21458,215780
149450,236908
164419,257567
39538,214101
116252,301082
16102,207426
23457,32000
2619,53808
72309,233033
161937,151056
79291,51654
195671,375955
772,261939
150288,3552
6785,192287
10069,48206
189431,50465
130275,280199
29360,40012
144057,298913
46921,82535
163010,160878
47409,268482
103364,211929
103630,313790
30130,187952
139047,360026
40785,50032
149347,237357
62303,40457
113546,1660
118018,51828
75765,155567
172458,258235
118063,40392
183683,342533
75051,33044
67453,66614
95484,195459
51264,47069
168585,153740
86712,317023
180352,314160
40289,162260
88343,331555
128258,351948
180561,41383
2956,20374
13530,365714
101481,386304
147283,134482
142635,1759
49689,23615
177910,218629
195047,158483
157363,263861
56242,27087
60036,60986
21527,349685
158793,386760
24647,258526
14178,28280
102358,72564
5369,167953
118863,81314
163856,216882
183522,269196
133591,39273
63514,36495
41217,373358
18199,350500
6463,210798
165474,346530
189680,9091
164403,250883
109802,173644
23038,168404
122177,14644
40552,308422
147666,360917
37603,149828
198602,371212
103620,79823
4550,227232
160143,307336
159247,190487
123685,122250
55653,64228
80854,30442
6766,265405
102740,202449
164980,83699
120931,390830
50856,94564
31677,189226
71163,153227
122479,149520
175308,86885
2322,201753
130044,97931
81770,192971
12229,149838
177953,47705
141796,133041
53898,131504
66110,245390
145904,269169
173584,128234
166436,10275
178660,187497
22843,341284
56114,338995
168654,83476
74830,222062
129175,109770
8895,252179
100704,298360
55083,24434
188298,277546
144245,225212
127440,388539
188086,129379
55034,256393
26411,87701
170593,209953
41196,328219
180116,108226
55518,362202
34764,273963
189756,112209
82038,130870
140476,362614
48142,318945
184588,252785
193425,289116
148265,91141
13969,34331
98498,267230
12794,344298
69186,115099
71789,44899
171675,24818
155308,114682
48831,128228
77355,255731
6019,28307
68083,172028
192187,1117
143267,218035
130480,387059
162681,235575
152790,393359
18405,86495
175935,323371
23883,114519
101664,333101
134606,334446
149357,121373
190406,150171
101559,154543
2162,255988
2863,242260
141799,278511
133606,340852
18143,103505
12473,30323
847,373472
142877,67814
126330,204572
178147,366331
198703,364357
47149,145515
11824,248081
115794,77609
5273,23822
60979,141624
39295,192416
144344,227699
173831,73679
176929,153148
42645,210818
6982,130629
97362,182488
89048,139838
69334,315196
143285,170838
177033,15231
74249,302030
148167,370375
140891,61855
19226,394755
165675,336232
63772,266060
5452,271770
21462,240567
162459,223052
145379,338766
94363,151638
154580,153732
87244,107280
104793,74337
57901,3578
180307,256343
51085,351098
9618,181663
26517,48041
154975,72956
191209,167046
168715,262610
195023,213792
136944,304279
118778,388696
150670,277130
131624,250619
29811,113009
22920,369625
99489,255946
169622,159610
159457,223740
5483,28078
165062,392146
1803,294513
188695,181705
7150,298006
195889,207903
54953,153257
140373,43846
82610,115136
165120,31589
17765,117311
3070,335767
119269,224492
50605,219588
150996,376352
85358,22967
94275,59954
44711,266001
79047,327979
79118,78125
151355,201589
81216,234398
192437,182556
107357,126481
68490,139305
932,113306
44843,191855
2847,276625
142493,224665
9741,329649
60388,83784
95231,48907
164673,301347
93261,184334
25199,5897
142691,31566
171981,147671
46669,179726
18300,31374
79849,272117
87231,370609
3536,9467
194301,27196
184505,233071
150674,263292
5532,115396
87087,198366
198410,208875
142198,254430
159543,118564
176556,184966
143117,168087
141069,109286
169325,380693
134070,79344
1484,207033
34331,61643
152087,120485
133916,386243
119722,44486
127978,98512
149871,362875
142433,155046
135514,71357
83595,366239
185458,274718
78260,176032
92962,133619
2423,12800
54049,80633
198528,399122
146849,30289
46935,371685
100505,8664
67245,331770
159564,268480
545,322850
73962,395385
30552,167924
61273,303354
162076,351020
95149,392664
162018,378170
12130,45180
146854,111339
173732,112166
63552,353083
133275,302714
191643,149860
109091,396407
118273,159807
105564,270357
42357,170293
55395,116227
99352,73775
155211,250590
90972,224176
88750,399057
39377,29247
1971,24997
184420,378451
170176,318809
162,356537
76807,123117
61512,338280
107842,251202
126660,366689
57782,378866
24555,17856
117202,249939
71151,328437
126849,270685
40878,238927
127691,34036
180444,3707
29888,247272
53289,32315
68469,10007
136792,118437
93145,373357
9929,260930
115022,100488
184872,84119
116448,140748
66527,337046
121759,79972
77717,148417
174759,246502
111203,336173
121366,275104
2288,228565
79269,359597
104796,160586
99346,254233
77157,35011
121449,80316
18926,22747
148089,102454
134724,349517
29073,337055
58640,4761
5176,176052
2546,248885
145860,122482
81496,321980
159231,214644
124131,174413
70069,333704
168154,3392
79442,133712
162871,228134
61568,280473
9788,305203
92848,264974
167500,35429
136746,46269
174166,257888
126238,97855
6897,333179
167839,264453
16923,392791
47974,121869
136371,35371
11138,134996
22830,68486
175907,375524
82764,28752
29860,285224
154855,271585
158240,395581
608,146106
86222,79292
94503,330251
131504,392959
99347,164482
130426,222390
106341,137754
13996,227733
36200,382117
152231,131124
98975,40205
196212,204027
4671,203947
166238,125323
136624,74131
122854,57493
21438,43307
49910,273384
23192,97443
192464,389026
84805,144463
159592,361805
180401,145693
147526,139896
155339,211181
97104,255555
162078,319028
91853,308093
132669,6149
99272,217619
91047,269615
199843,162231
155183,38233
166493,240646
18424,257341
193988,357854
183121,152844
79522,221341
93750,382247
114911,268218
14092,348307
67399,354436
24321,269975
30230,350617
102368,216419
164639,351608
80951,39427
84501,204589
41791,23413
121818,373874
142288,369851
100467,209117
45874,309873
2603,137914
91749,213044
104374,153347
3532,337028
109732,213366
76188,290653
156515,328881
156912,98762
166390,352557
165974,330208
57537,205086
161627,357075
112183,37299
120035,50654
109091,171448
79820,86927
17807,69105
139455,296775
194459,103202
198181,193212
18462,70471
77773,128460
46483,73991
89890,7969
68987,293378
81805,68532
153185,315654
63477,99105
8568,366451
116445,97063
72848,368417
135819,238051
16955,141537
163079,251856
66842,136497
58003,335772
75282,226338
28075,72560
131065,76925
8305,68328
43051,278290
106729,284749
36479,21949
69970,94575
136130,111915
7838,389257
116123,153996
86266,100383
86125,86070
4933,262395
192224,257768
47603,309264
42476,318358
199619,253036
145573,144359
91002,391371
1793,26298
34635,338771
70627,79363
173548,273269
125820,80358
199940,261626
60459,59024
132531,238315
64371,171239
199153,70746
110757,246681
96334,63865
57585,161276
12579,75704
153986,77846
47203,313103
106590,313449
62585,129282
58355,270130
53670,143909
79891,198704
127788,390932
195663,114648
193895,308829
84932,107153
2580,305405
112648,263507
190032,198346
85164,15323
7271,233392
1502,190771
66860,84581
138555,70124
160,108796
91945,251176
140366,289541
45390,102926
89918,228033
65281,99964
74001,113372
139848,117232
192311,237056
75728,181816
29879,328714
156651,4739
10196,189502
1308,328451
43668,332441
97877,157094
15316,141233
5632,79615
23961,63234
53910,94734
40641,268234
141549,122099
151139,368672
198914,298836
183407,111092
69353,55025
194658,297403
62528,366074
124988,226584
14335,302210
78342,278094
72883,382046
93112,128559
113710,370829
184133,277077
110104,275041
110394,250860
137531,84545
68040,113286
132296,192686
191942,33314
80766,278710
31196,42595
137995,255526
130403,312149
58452,302914
131588,320798
163462,110476
186953,62951
67404,212853
172421,288117
185499,397775
86840,192332
122250,314555
41586,48534
72200,399246
182815,109462
122635,62175
166332,58872
88162,377727
56508,58523
37944,195849
159826,37378
74609,81805
100372,273530
115332,375491
22115,198717
56676,20308
53247,284003
157988,71461
97738,236907
163804,364351
10720,332750
130853,164786
143417,120626
129394,250940
192221,81009
77056,110123
143130,366046
41519,12374
123962,78952
137042,54718
23526,291031
70614,112857
119405,230287
46400,29585
86407,121879
182546,291369
3551,112422
77688,216648
146547,208004
124038,253528
163157,290267
95800,79770
140571,243231
144585,6426
182958,138533
67728,322830
80580,109697
186196,258613
20159,383623
159037,61939
140949,305983
146662,149510
102055,225639
79994,318534
120341,338116
67946,62558
131869,221038
3018,252584
124462,136968
99155,47995
14326,158036
4531,35558
47878,225029
32607,149479
133998,185752
192712,305406
199585,178269
166186,85501
142767,80994
97029,319005
81189,92741
67774,8052
137542,284959
53591,21555
184183,45834
39851,57707
93366,311152
157917,346012
39430,155076
78459,3029
102867,213731
113906,310295
63457,362254
93481,259542
174017,122960
50232,72307
192029,334347
131876,395991
43554,233867
26704,218646
108509,141274
17065,1675
5381,390031
70723,9853
168155,91006
22954,198858
43382,376219
109618,300452
134085,88118
86897,198462
172235,375278
188656,31881
75018,353116
163134,264141
28795,223278
86484,349091
4338,367173
17400,9283
1141,67218
50024,26386
135571,59709
741,221529
26654,262033
179449,385769
26502,226830
30889,252043
194064,178888
177834,22759
135534,340541
189911,149563
189462,370727
191472,341690
101390,211529
48051,95057
142908,79552
182352,279200
178792,302045
21102,140682
123081,370194
91057,11718
41886,108290
114146,75589
154581,185182
168824,184758
53982,357441
29881,229096
54003,154734
36507,214061
82613,2809
161882,111212
125228,397066
54196,298386
97007,322023
176158,388034
179554,264320
70037,260892
19525,92579
14239,120065
32253,21461
102599,398693
62808,179699
190832,173865
188633,345832
57192,226099
40456,6377
14253,356763
72610,253779
125630,334738
161720,224237
195183,178654
175369,105390
30857,127801
89650,250280
53028,58855
58921,35477
180299,295748
31119,363192
89270,376223
165614,15489
1966,172483
172456,104600
18614,335033
82168,319277
135491,172269
6548,347141
93157,364960
178927,120653
59959,252396
112335,303385
52465,5922
49426,224825
62659,353114
174031,96348
157130,268801
104503,338044
148678,189358
41975,11593
37694,22374
116523,316181
31591,45386
121342,337753
183695,371992
150598,23764
15844,150324
144094,294298
94708,117942
93750,374954
100130,287678
138680,365157
39015,193714
33272,32967
160248,272912
194462,36913
196227,210828
152178,382676
43389,150919
192341,321128
101699,276968
28691,334061
66203,354317
32547,337196
125776,387105
196695,28779
129016,41955
167170,135232
4153,40170
26120,83325
105317,206098
21923,128445
25889,80262
135011,106640
32723,123615
187243,86136
21113,232163
62169,252290
69962,296913
26049,384201
28873,278124
91645,71690
156562,18480
174453,112687
42070,318360
145278,284758
45670,239146
189112,321234
108772,376315
198487,351857
132070,161552
40143,192092
39156,221478
151572,351371
80384,132751
81639,95649
194559,89249
85812,74536
111184,213372
122719,243148
153220,332249
116372,312936
141751,61371
43078,216740
81656,280960
17866,270222
24834,397777
94063,384918
122840,2377
2226,367314
136936,11551
102355,155846
139938,156776
148913,24824
64254,278808
29689,379684
69778,10793
16895,390769
66242,343116
31722,288102
99763,202944
166385,20966
111012,151571
106573,214681
119755,329936
324,80317
37591,124423
65683,380307
96679,45377
74859,347003
26099,165760
120519,10149
193208,47510
21306,219146
109003,373245
127158,277528
108210,217987
157810,114523
163991,223446
130792,382158
6737,226534
152697,46309
152522,344098
141146,125087
97689,231773
51887,198745
182150,203582
98944,294205
163295,220756
27825,242786
79707,56446
97508,169705
57517,178276
112508,341764
152013,135113
178747,3271
92445,75126
96253,227747
107961,4999
6011,310856
163839,159539
6936,352801
48341,72433
169884,26701
13737,359986
102723,104721
174511,11642
100567,47563
31308,329369
158996,316202
173572,351687
63797,118581
131608,173983
75787,232202
43272,282819
109808,314121
68939,236021
55676,109804
37326,205309
43895,229932
199306,180432
73227,249928
80520,37444
2581,388111
42232,131326
149344,277464
183335,387947
25429,331057
75505,259525
36899,191926
199593,173491
115201,350862
137651,98216
155034,108550
19850,817
27249,162233
24161,316545
